Component,Difumo_names,Yeo_networks7,Yeo_networks17,GM,WM,CSF
250,Lateral geniculate nucleus LH,No network found,No network found,0.6628371924134877,0.24809281086702045,0.08905629735858228
251,Caudate posterior ,No network found,No network found,0.34128074853062074,0.050572733226465404,0.6081553653560772
252,Cerebellum Crus I LH,No network found,No network found,0.7570804405498244,0.2145177752595554,0.026743477169129396
253,Supramarginal gyrus middle LH,SalVentAttnA,SalVentAttnB,0.6278729623149566,0.2226970148482571,0.08582596466286445
254,Middle frontal sulcus anterior RH,SalVentAttnA,SalVentAttnB,0.6727570472241691,0.2039492590436191,0.09631257905983699
255,Precuneus anterior LH,DefaultB,DefaultA,0.4597665549734383,0.5074591429877263,0.03277466561247774
256,Fornix superior,No network found,No network found,0.5083429924946749,0.1830126096507423,0.3086547885803685
257,Heschl’s gyrus middle RH,SomMotA,SomMotB,0.4936054497841484,0.4863748841821098,0.018766675206780357
258,Fluid between cerebellum and peduncle superior,No network found,No network found,0.6082762471741987,0.08645043974712499,0.30527489582747114
259,Middle temporal gyrus postero-superior RH,SalVentAttnA,TempPar,0.6374342628899669,0.31823839081687394,0.04432649202028949
260,Angular gyrus superior anterior LH,ContA,ContB,0.42553666793086703,0.04402842125148331,0.1995104257855796
261,Cerebellum Vermis X,No network found,No network found,0.4680661412465028,0.1242166000647493,0.40772473483557004
262,Midbrain superior,No network found,No network found,0.6689565942377379,0.19660485813833886,0.13445610671006422
263,Cingulate middle posterior RH,SalVentAttnA,SalVentAttnA,0.6215852310916351,0.3305135704964989,0.047918930982302606
264,Anterior cingulate cortex superior,SalVentAttnA,SalVentAttnB,0.5671014243866783,0.3401359329077272,0.09276845576980226
265,Precentral sulcus mid-superior RH,DorsAttnB,DorsAttnB,0.5908234457411111,0.3591113255580887,0.048874665772571685
266,Parieto-occipital sulcus anterior,VisCent,DefaultC,0.4279648708811697,0.5369411035063804,0.035083783218639863
267,Parieto-occipital sulcus posterior,VisCent,VisPeri,0.5290826759008728,0.35077110429861336,0.1102733823009334
268,Postcentral gyrus mid-inferior lateral LH,SomMotA,SomMotA,0.40673238911447496,0.5297500853641445,0.06338317236508631
269,Cerebrospinal fluid (between lateral occipital cortex and skull LH),DorsAttnB,DefaultC,0.496094216761505,0.032200931682828816,0.26425282747708195
270,Corticospinal tract postero-superior RH,DorsAttnB,DorsAttnB,0.44028900078506894,0.5199986129170936,0.03972758336562677
271,Inferior occipital sulcus superior RH,VisCent,VisCent,0.4364855646744015,0.5503979846533932,0.01305446415548696
272,Forceps minor anterior RH,DefaultB,DefaultA,0.28545480751969865,0.7043232510795173,0.010120104576284936
273,Anterior insula anterior LH,DefaultB,DefaultB,0.7172465226438188,0.18419758375584114,0.09855907136488523
274,Lateral occipital sulcus LH,DorsAttnB,DorsAttnA,0.5377598259409712,0.42925091754941774,0.03300050832800788
275,Corticospinal tract superior posterior,SomMotA,SomMotA,0.2452518239258217,0.7366747483986216,0.018074733586972598
276,Superior longitudinal fasciculus I posterior LH,DorsAttnB,DorsAttnA,0.10469889210780553,0.8922188797322682,0.0030773029782815422
277,Superior frontal gyrus middle LH,DefaultB,DefaultA,0.5241131085390904,0.4146521090906263,0.05773133617639016
278,Cerebrospinal fluid (between pre and postcentral gyri and skull LH),SomMotA,SomMotA,0.492743466418865,0.09117036962411007,0.1711946506645467
279,Supramarginal gyrus antero-inferior LH,SalVentAttnA,SalVentAttnA,0.6087415143062671,0.3243676653575063,0.06669666001709104
280,Midbrain anterior,No network found,No network found,0.5391377479808771,0.3192916281780578,0.14069852353797596
281,Thalamus,No network found,No network found,0.6287736887224448,0.37074135780223294,0.0004947847530555517
282,Cerebrospinal fluid (between frontal pole and skull RH),ContA,ContB,0.3895582557324045,0.03900411497867588,0.11573140118388088
283,Cerebellum VI,No network found,No network found,0.8341239804346249,0.06474526361276549,0.10076370417126514
284,Occipital pole lateral RH,VisCent,VisCent,0.6460028190781092,0.21109358014475404,0.12124922509795465
285,Superior temporal gyrus middle RH,SomMotA,SomMotB,0.659266882009314,0.24233480843187816,0.06385222653504258
286,Superior frontal sulcus mid-anterior RH,DefaultB,DefaultA,0.5389696804139592,0.4267090734709673,0.034296196406113096
287,Collateral sulcus anterior LH,LimbicA,DefaultC,0.7660504593625415,0.1892244675662018,0.04470072010275015
288,Descending occipital gyrus superior,VisCent,VisPeri,0.4533938028391089,0.49098753859363703,0.05454823678938702
289,Ventromedial prefrontal cortex posterior RH,DefaultB,DefaultA,0.6602829604519066,0.2460567115623483,0.09366401624492776
290,Cerebellum VI,No network found,No network found,0.35150185306487075,0.6484000749009089,0.00010215685947909666
291,Cerebellum VIIb,No network found,No network found,0.8579167892617915,0.12488220017217322,0.016241564798093508
292,Thalamus posterior RH,No network found,No network found,0.3507319467902613,0.649271240009879,3.812729682028428e-06
293,Lateral orbital cortex LH,ContA,ContB,0.6132619026282948,0.08451749933223578,0.121565215474144
294,Angular gyrus posterior superior RH,DefaultB,DefaultA,0.5636293310317929,0.3750363877528449,0.056333103525203536
295,Central operculum RH,SalVentAttnA,SalVentAttnA,0.7369160318103193,0.12433458969818101,0.12926142805638188
296,Parieto-occipital sulcus superior,ContA,ContC,0.6584212245697518,0.13366394098135032,0.20642279500701527
297,Descending occipital gyrus superior LH,VisCent,VisCent,0.36244470359940817,0.6119145742812381,0.025526255301642584
298,Angular gyrus superior posterior LH,DefaultB,ContB,0.5797029509670513,0.3026789775122118,0.08401193526917869
299,Middle frontal gyrus mid-posterior superior RH,ContA,ContB,0.4411941392065459,0.5198263112352755,0.02999824185868338
300,Cerebellum Crus II,No network found,No network found,0.8238733646435059,0.15632141341470146,0.017648165670694885
301,Superior frontal gyrus middle,SalVentAttnA,SalVentAttnB,0.5798347013900377,0.3503530541108217,0.060439536059060286
302,Cerebellum IV,VisCent,DefaultC,0.716218119407514,0.013809935774556649,0.2699688213734602
303,Pars triangularis superior RH,ContA,SalVentAttnB,0.4938940844898858,0.4669506849693533,0.03314141568774901
304,Supramarginal gyrus antero-superior LH,DorsAttnB,DorsAttnB,0.5019854181756279,0.4584227335694152,0.03618615139180903
305,Posterior insula superior LH,SalVentAttnA,SalVentAttnA,0.42825275041707017,0.551492778510644,0.020265378655141587
306,Intracalcarine cortex LH,VisCent,VisPeri,0.5968408205248811,0.31542014034861904,0.08775304354635823
307,Lateral occipital cortex inferior LH,VisCent,VisCent,0.685886901536074,0.16030798824895398,0.11593428870793936
308,Heschl’s gyrus anterior medial RH,SomMotA,SomMotB,0.6712185893696342,0.06121015921401325,0.2675887561866989
309,Precentral gyrus inferior,SomMotA,SomMotB,0.19727228378386308,0.7992462693618536,0.003462720357215427
310,Internal capsule anterior limb,No network found,No network found,0.3596254667762472,0.6383635396893064,0.0020192013693651643
311,Superior temporal gyrus anterior,SomMotA,TempPar,0.8069993410981375,0.09139659838814017,0.07667296772949991
312,Posterior corona radiata LH,No network found,No network found,0.07249474432087301,0.927122957678072,0.000380739184308285
313,Internal capsule anterior limb superior LH,No network found,No network found,0.059673165549563825,0.9374617396314652,0.0028774613713233228
314,Superior temporal sulcus posterior LH,SomMotA,TempPar,0.7341099885294426,0.19316169584403112,0.07235869656084208
315,Postcentral sulcus inferior LH,DorsAttnB,DorsAttnB,0.5942710772968317,0.33981902607560804,0.06584275499417293
316,Lateral fissure posterior,SomMotA,SomMotB,0.7419601907750218,0.17243953515503915,0.08561354444068232
317,Optic chiasm,No network found,No network found,0.6579093096810785,0.13800039935066855,0.20408305995509127
318,Superior frontal gyrus medial middle,SalVentAttnA,SalVentAttnB,0.6439230659173476,0.11905498216794674,0.22324606733463476
319,Cerebellum VIIb ,No network found,No network found,0.7649230114500649,0.18552243462478835,0.04953105283050937
320,Optic radiation posterior RH,No network found,No network found,0.08241263781862695,0.916983678633191,0.0006065453857561872
321,Fluid between cerebellum and peduncle inferior,No network found,No network found,0.5209846461432445,0.20118192056502174,0.2778266692206414
322,Insula middle superior,SalVentAttnA,SalVentAttnA,0.7541342825269916,0.1820702350719421,0.0638107119114665
323,Calcarine cortex posterior RH,VisCent,VisCent,0.43662643485932107,0.5268050773257891,0.03657815983972524
324,Corpus callosum genu LH,No network found,No network found,0.1280545202990453,0.7330014244052415,0.13894498688515336
325,Superior frontal gyrus superior RH,SalVentAttnA,SalVentAttnA,0.5858541011809393,0.09963844723122432,0.09105605791944074
326,Precentral gyrus superior,SomMotA,SomMotA,0.4674960655280988,0.2566520111327624,0.13326482499992778
327,Precentral sulcus medial inferior LH,SomMotA,SomMotA,0.4441877262177976,0.5233911165617547,0.032430292651547184
328,Postcentral gyrus inferior RH,DorsAttnB,DorsAttnB,0.6126127534600899,0.28743570172299204,0.0905198494153331
329,Superior parietal lobule superior,DorsAttnB,DorsAttnB,0.4918839916922975,0.07193606436927981,0.16707313183124364
330,Occipital pole inferior medial LH,VisCent,VisCent,0.5575981158841091,0.2883712609158793,0.10757651007794544
331,Superior parietal lobule anterior RH,DorsAttnB,DorsAttnA,0.4511943080187274,0.4463319669052237,0.0955529966172608
332,Angular gyrus posterior inferior RH,DefaultB,DefaultC,0.7626262690348811,0.13912834604352886,0.09160787640596182
333,Hippocampal gyrus RH,LimbicA,LimbicA,0.8244987393223562,0.12587084462821907,0.04954251636475352
334,Pars triangularis LH,DefaultB,DefaultB,0.7035461999745871,0.20084035659149224,0.09505727255240076
335,Posterior orbital gyrus,LimbicA,LimbicB,0.7458960764081256,0.17623973684930772,0.07474777318974445
336,Precuneus superior RH,DorsAttnB,DorsAttnB,0.5713473678022409,0.1959214080366717,0.15655218331631818
337,Superior frontal sulcus posterior RH,DorsAttnB,DorsAttnB,0.358180246042883,0.6340684356891655,0.007764436037887833
338,Superior occipital sulcus posterior LH,VisCent,VisCent,0.6281239476812671,0.2568966714402896,0.1124858374963928
339,Anterior corona radiata RH,No network found,No network found,0.042235557275482206,0.9576110822843678,0.0001810126943539069
340,Lateral fissure posterior LH,SomMotA,SomMotB,0.4503448056638809,0.5089928929259331,0.04066471663244529
341,Inferior fronto-occipital fasciculus posterior RH,No network found,No network found,0.037537987309738584,0.9614660459841896,0.0009923405224115927
342,Occipital pole inferior medial RH,VisCent,VisCent,0.6190961486004817,0.3362931043494468,0.0417334009527575
343,Lingual gyrus posterior inferior RH,VisCent,VisCent,0.7272485179629934,0.16560516744291676,0.10644258489078977
344,Middle temporal gyrus posterior RH,DorsAttnB,ContA,0.6929119887132025,0.2703802516825727,0.03495303571168425
345,Temporal horn of lateral ventricle RH,VisCent,VisPeri,0.3578079987488912,0.5122171755033985,0.1299832650238052
346,Frontal pole medial LH,DefaultB,DefaultB,0.5477811721870256,0.3931835747509978,0.042287674110089817
347,Cerebellum Crus I RH,No network found,No network found,0.8071030280301331,0.1700574512687933,0.02277344573644336
348,Precentral sulcus mid-inferior LH,ContA,ContA,0.5922825511914611,0.370711411558116,0.037013660947261794
349,Callosomarginal sulcus middle LH,SalVentAttnA,SalVentAttnA,0.6571285045634354,0.2527253761114338,0.0901674637494594
350,Occipital pole lateral LH,VisCent,VisCent,0.5668747873082951,0.21362111632600306,0.16735734287781573
351,Superior occipital sulcus inferior LH,DorsAttnB,DorsAttnA,0.6143463220748242,0.31687187860357796,0.06874742729662861
352,Cerebellum VI LH,No network found,VisCent,0.9072459325116826,0.040969348958914666,0.0517897331505972
353,Intraparietal sulcus middle LH,ContA,ContA,0.6234294927600283,0.2163900231297876,0.1571335458899969
354,Precentral gyrus middle anterior LH,DorsAttnB,DorsAttnB,0.6028676759613297,0.30063673637037164,0.08270159387695175
355,Frontomarginal sulcus RH,ContA,ContB,0.14125387574192275,0.8554701054564929,0.0032324284353721284
356,Orbital H-shaped sulcus RH,ContA,ContB,0.41354477743598456,0.5696781329187961,0.016493873387796006
357,Inferior temporal gyrus posterior LH,ContA,ContA,0.7624253470675146,0.1295824270401996,0.08113937499953162
358,Cerebellum VIIIa,No network found,No network found,0.3012758321564805,0.6935469893974373,0.0051707307850949215
359,Superior longitudinal fasciculus II anterior LH,No network found,No network found,0.01008907422160794,0.9899134293536426,6.075722387603426e-06
360,Lateral occipital sulcus posterior RH,VisCent,VisCent,0.5445601353769041,0.4160870111753472,0.03925821127494057
361,Frontal pole inferior LH,DefaultB,ContB,0.6264513695241777,0.3072848553791627,0.05019444656883264
362,Lingual gyrus middle LH,VisCent,VisPeri,0.5407373889060902,0.4399501831725537,0.019320893196894742
363,Inferior frontal gyrus mid-posterior LH,ContA,ContA,0.4123706887860468,0.5622462285004035,0.024784306386590915
364,Forceps major LH,No network found,No network found,0.04317246409360265,0.9564546232978028,0.0003743198529694839
365,Occipital pole LH,VisCent,VisCent,0.5418954142407718,0.36981259581906906,0.0790239882548846
366,Ventrolateral prefrontal cortex RH,ContA,ContB,0.5788442038801724,0.36843838847102817,0.04113800191788028
367,Dorsomedial prefrontal cortex anterior RH,DefaultB,DefaultA,0.6725447949697213,0.18780385867463467,0.13960851840363422
368,Superior occipital gyrus superior LH,VisCent,DorsAttnA,0.3874770520708167,0.5574532683629839,0.05342035089601742
369,Frontal pole LH,DefaultB,LimbicB,0.6113419503932439,0.2408839969565636,0.08941917907584182
370,Entorhinal cortex,No network found,DefaultC,0.6589917733017577,0.13828742480849834,0.2023397193860344
371,Superior longitudinal fasciculus I mid-anterior RH,No network found,No network found,0.007714361831708194,0.9922630230336508,2.63957622697359e-05
372,Cuneus anterior RH,VisCent,VisPeri,0.4531650711119308,0.5152741085220248,0.03156188261202543
373,Lateral occipital cortex postero-superior LH,VisCent,DorsAttnA,0.7073525290686261,0.1742588674709986,0.10331956078720196
374,Supramarginal gyrus antero-superior RH,SalVentAttnA,SalVentAttnA,0.6759613996652124,0.0899993350190769,0.12789939768056585
375,Corpus callosum middle body,No network found,No network found,0.2043738259471815,0.5270272101783412,0.26860090234271283
376,Precentral gyrus mid-inferior RH,SomMotA,SomMotB,0.26940620762346285,0.7237592838952164,0.00662988268939791
377,Lunate sulcus inferior RH,VisCent,VisCent,0.5465170241094831,0.4171763460328468,0.03592981009863335
378,Mammillary bodies,No network found,No network found,0.2692548875539337,0.034890264569195036,0.3278843628570875
379,Central sulcus of the insula postero-inferior,No network found,TempPar,0.13324631358573366,0.8654745592738201,0.0012900417256045333
380,Occipital pole superior,VisCent,VisCent,0.5266393948874313,0.2764657763138985,0.13132808001761512
381,Postcentral gyrus inferior LH,SomMotA,SomMotB,0.5879979592237019,0.17024602454235715,0.11926171090838708
382,Superior longitudinal fasciculus III middle RH,No network found,No network found,0.014608619432425756,0.9853920326264696,3.905737970704222e-06
383,Occipital pole medial RH,VisCent,VisCent,0.6114974655246233,0.3153773964090131,0.07055975563381202
384,Cerebrospinal fluid (between superior frontal sulcus and skull),DefaultB,DefaultB,0.3709072937114628,0.005208631281317265,0.2365540507540343
385,Cerebellum VI LH,No network found,No network found,0.7049610492397571,0.2917822353363237,0.003270872668837344
386,Cingulum inferior,No network found,No network found,0.757454913177373,0.16195512519939262,0.08059620455026313
387,Superior occipital sulcus middle RH,DorsAttnB,DorsAttnA,0.39711743229425867,0.5801633995428255,0.02272350213864765
388,Superior temporal sulcus mid-anterior LH,DefaultB,TempPar,0.7091179617007248,0.2157219738666907,0.07496315298830007
389,Superior frontal gyrus anterior RH,DefaultB,SalVentAttnB,0.5567640874848881,0.3835315860745005,0.05495847030386387
390,Posterior cingulate cortex postero-inferior,DefaultB,DefaultA,0.7199674270517038,0.030019704303048306,0.2500271114133916
391,Collateral sulcus posterior LH,VisCent,VisCent,0.5079350113225175,0.4687250817481583,0.023340454835511486
392,External capsule posterior RH,No network found,No network found,0.2430076896508581,0.7476608256724756,0.009343715882724734
393,Anterior cingulate cortex inferior,DefaultB,DefaultA,0.5347107067248132,0.3270862284430556,0.1382075308079747
394,Dorsal visual stream posterior RH,DorsAttnB,DorsAttnA,0.3577330516910746,0.615369857534385,0.026911075305909863
395,Middle frontal sulcus posterior RH,ContA,ContA,0.2318092600486579,0.7607849144447606,0.007425016039083843
396,Superior frontal gyrus anterior medial,DefaultB,DefaultB,0.5979217321377874,0.0728800832507453,0.23746426325848136
397,Middle temporal gyrus middle posterior LH,DefaultB,DefaultB,0.6341679667474743,0.3200386719201732,0.04550948146480768
398,Cingulate sulcus posterior,SalVentAttnA,SalVentAttnA,0.6820410145798876,0.2758770092481824,0.04209277565946391
399,Internal capsule anterior limb superior,No network found,No network found,0.23879459136278036,0.7565961221183571,0.0046145438568682435
400,Angular gyrus superior LH,DefaultB,DefaultA,0.6355826365131999,0.2702778370140507,0.08085970575432268
401,Descending occipital gyrus inferior LH,VisCent,VisCent,0.4351534077449741,0.5511677329296596,0.013649937616600391
402,Anterior occipital sulcus anterior RH,DorsAttnB,DorsAttnA,0.5761539986797631,0.40206438556403,0.0217700178853766
403,Superior longitudinal fasciculus II anterior RH,No network found,No network found,0.03636963173082356,0.9611202353663952,0.0025145826682708523
404,Cerebrospinal fluid (between lingual gyrus and cerebellum),VisCent,VisPeri,0.5089121831329826,0.01615770087288595,0.4749317142382955
405,Paracingulate gyrus mid-anterior,DefaultB,DefaultA,0.7245912556419015,0.04351962888176477,0.23187517929973744
406,Anterior corona radiata inferior LH,No network found,No network found,0.045996088504496914,0.953726232666108,0.00028257000383506166
407,Posterior cingulate cortex inferior LH,DefaultB,DefaultC,0.6019835774151582,0.3761666971916103,0.021863416181306747
408,Inferior frontal sulcus posterior medial RH,ContA,ContA,0.6216643974611724,0.3054202300504684,0.07205705093776688
409,Cerebellum IX,No network found,No network found,0.8003164048879335,0.12697669233060233,0.07271451859333182
410,Cerebrospinal fluid (between superior parietal lobule RH and skull),DorsAttnB,DorsAttnB,0.44218371784780014,0.10485366978806587,0.14938637035624727
411,Cerebellum Vermis IX,No network found,No network found,0.8197975855748671,0.08423757553390708,0.095966301061804
412,Superior frontal gyrus posterior lateral RH,ContA,ContB,0.5655770231166463,0.0777455523450388,0.16838536066995566
413,Frontal operculum RH,SalVentAttnA,SalVentAttnB,0.7101369278954341,0.22349290189993692,0.06637407779381023
414,Anterior orbital gyrus LH,ContA,ContB,0.3639605411192788,0.6231985026997248,0.011394388898955221
415,Pars opercularis RH,ContA,SalVentAttnB,0.589967185466469,0.3592471382469352,0.046978424989735104
416,Heschl’s gyrus anterior LH,SomMotA,SomMotB,0.7413465141459213,0.07704266718008895,0.17913872622257854
417,Cerebellum V,No network found,No network found,0.7749820148719331,0.013191285112153835,0.2118262493664568
418,Supramarginal gyrus superior RH,SalVentAttnA,DorsAttnB,0.6400411611493771,0.1747435655120156,0.08950539418131094
419,Intermediate primus of Jensen anterior RH,ContA,ContB,0.4305980154255056,0.5383650473590897,0.02892911995038765
420,Cerebellum Vermis,No network found,VisPeri,0.3532457826274175,0.04915619614966623,0.5975980006075063
421,Middle temporal gyrus middle inferior LH,DefaultB,ContB,0.6614407121641112,0.31052403613408225,0.026041521965060196
422,Posterior orbital gyrus LH,ContA,SalVentAttnB,0.6133274183484403,0.34361787888275896,0.042735437877002284
423,Paracingulate sulcus anterior LH,DefaultB,DefaultB,0.6150458406488561,0.241422216295968,0.1429181107442355
424,Pars opercularis superior LH,ContA,ContA,0.4631494905603154,0.491949931542213,0.04383655155589044
425,Amygdala anterior,No network found,No network found,0.7877723685730642,0.05641287645963618,0.15578393803576135
426,Caudate LH,No network found,No network found,0.7007941084141122,0.2687691657583525,0.03045008990619358
427,Parieto-occipital sulcus middle superior RH,ContA,ContC,0.5030856442959001,0.4487279307602372,0.04819484359450205
428,Middle frontal gyrus anterior LH,ContA,SalVentAttnB,0.6589245365443643,0.22763857538831545,0.07219886460668015
429,Intraparietal sulcus superior posterior RH,ContA,ContA,0.5890331136659985,0.18643227105104096,0.17814706616694986
430,Postcentral gyrus mid-inferior LH,DorsAttnB,DorsAttnB,0.5547073935151229,0.3860416376554373,0.05886159515672147
431,Paracentral lobule inferior LH,SomMotA,SomMotA,0.6270018171406716,0.3103060763516357,0.06267874085683432
432,Cingulate sulcus mid-anterior,ContA,SalVentAttnB,0.36730358281347947,0.6255608787360946,0.0071317912236282715
433,Angular gyrus postero-inferior RH,DorsAttnB,TempPar,0.7801481509760132,0.11570231157568188,0.09214640972060444
434,Parieto-occipital sulcus mid-superior,VisCent,ContC,0.4605675039683643,0.4563265738451298,0.08249958331754398
435,Cerebellum IX,No network found,No network found,0.30886610670663545,0.6830011126166223,0.008126391511125703
436,Precentral gyrus middle posterior LH,SomMotA,SomMotB,0.5820994599745147,0.3167355490569585,0.09336576710795334
437,Middle temporal gyrus postero-inferior RH,DorsAttnB,DorsAttnB,0.6538378368520557,0.3066121631164286,0.038484052257177735
438,Superior longitudinal fasciculus II middle RH,No network found,No network found,0.053219789967128416,0.9434576617907772,0.0033297592067562283
439,Postcentral gyrus mid-superior RH,SomMotA,SomMotA,0.5387366957334001,0.3185762933001128,0.13830238963410638
440,Cerebrospinal fluid (between superior frontal gyrus mid-posterior and skull LH),DefaultB,DefaultB,0.5867526294320489,0.06195707606645001,0.10215387381902506
441,Thalamus anterior RH,No network found,No network found,0.5614013667124615,0.4385262717286769,7.036234954415577e-05
442,Cerebellum Crus II,No network found,No network found,0.8761760519392101,0.10940673673337503,0.013576170021204051
443,Paracingulate gyrus anterior,DefaultB,DefaultA,0.6507005033029627,0.15551054873289846,0.19232425317852636
444,Globus pallidus posterior,No network found,SomMotB,0.18866674367858044,0.8108326837188096,0.0005032024961930853
445,Parieto-occipital sulcus inferior LH,VisCent,DefaultC,0.796268436776288,0.06697839924642646,0.13675884728829074
446,Angular gyrus postero-superior RH,ContA,ContB,0.6590758976744127,0.07843515265690068,0.12152706832198355
447,Collateral sulcus anterior ,LimbicA,LimbicA,0.7321532940122335,0.2129657731608835,0.05447668548847698
448,Superior parietal sulcus middle LH,DorsAttnB,DorsAttnA,0.5131021815003406,0.3954309176468902,0.09115594113960164
449,Calcarine sulcus anterior LH,VisCent,VisPeri,0.6565090156437624,0.2791625814346493,0.06433697110103823
450,Cerebrospinal fluid (between occipital pole superior and skull),DefaultB,DefaultA,0.3276336945392468,0.01411116870977044,0.0963462375768588
451,Middle frontal gyrus middle inferior RH,ContA,ContB,0.6195647333733595,0.3089658238168175,0.051754455113986464
452,Paracingulate gyrus anterior LH,DefaultB,DefaultA,0.5163252403124389,0.4516565825713847,0.032011076100882614
453,Cerebellum IV,No network found,No network found,0.5811616491524089,0.21660022397136472,0.20223338883478534
454,Internal capsule anterior limb RH,No network found,No network found,0.031837445990072016,0.9644425009364476,0.003729355247278439
455,Cerebrospinal fluid (between superior frontal gyrus posterior and skull LH),SalVentAttnA,SalVentAttnA,0.4185738792377954,0.04707165854793291,0.08773346379096311
456,Cerebellum VI LH,No network found,No network found,0.6310149298330148,0.24523670184341134,0.09836651569965324
457,Posterior insula RH,SomMotA,SomMotB,0.7926724384045439,0.1766541590537745,0.030675594745787557
458,Superior temporal sulcus middle LH,DefaultB,TempPar,0.7985076472522634,0.13303838035736867,0.06845569794983207
459,Forceps minor middle RH,No network found,No network found,0.008404622785338172,0.9913644490408942,0.0002393028605337375
460,Inferior temporal gyrus anterior RH,LimbicA,LimbicA,0.41557912634865707,0.5734026788992355,0.010982477111097906
461,Precuneus postero-superior,ContA,ContC,0.6003552725254995,0.04682757014856508,0.29041706476074713
462,Forceps major anterior,No network found,No network found,0.21003606920399126,0.5068630395626231,0.2831140319225087
463,Pars orbitalis LH,DefaultB,DefaultB,0.6966167589834653,0.1949850891328966,0.08162677798205925
464,Cerebellum Crus I LH,No network found,No network found,0.842821749557642,0.08839503475540349,0.062456011402274574
465,Superior longitudinal fasciculus III anterior RH,No network found,No network found,0.007098071589537842,0.992888074719084,2.072231172842329e-05
466,Calcarine cortex mid-anterior LH,VisCent,VisPeri,0.5858555405104475,0.3426631743347244,0.0714798228432753
467,Callosomarginal sulcus superior LH,SomMotA,SomMotA,0.6526186511907798,0.07175049824118802,0.2756428596707744
468,Lateral occipital cortex postero-inferior RH,VisCent,VisCent,0.7231831668312788,0.20603132666962834,0.06551426930203956
469,Fornix postero-superior,No network found,No network found,0.5027280474777801,0.1796832997322376,0.31759301345391955
470,Intraparietal sulcus middle RH,ContA,ContA,0.480482742104073,0.4679308653593424,0.050657686798217416
471,Lingual gyrus mid-anterior LH,VisCent,VisPeri,0.5891163485006352,0.36180000161907816,0.0490743448973523
472,Frontomarginal sulcus LH,ContA,ContB,0.41883774717139455,0.5630062588216752,0.016737064489902895
473,Lateral occipital cortex posterior RH,DorsAttnB,DorsAttnA,0.6272901897956891,0.3271564279038673,0.04177161682344721
474,Middle temporal gyrus middle RH,DefaultB,DefaultB,0.6350184238806375,0.3218053369953596,0.04279092663851351
475,Paracingulate gyrus mid-anterior LH,DefaultB,DefaultA,0.4689344538460554,0.5058761661080987,0.025172736544602704
476,Cerebellum IV,No network found,No network found,0.4460230088305104,0.0014690886418000295,0.5525194139608721
477,Cingulate middle anterior RH,ContA,SalVentAttnB,0.6430345166461102,0.31417695958771097,0.042787562049167234
478,Forceps minor middle LH,No network found,No network found,0.03951210132812509,0.9603152684979351,0.00019083799987045996
479,Pons middle,No network found,LimbicA,0.529723124239903,0.4364149594206137,0.026905367111437702
480,Parahippocampal gyrus posterior RH,No network found,VisPeri,0.7102777022791743,0.2508071601121267,0.038928637902293416
481,Precentral gyrus middle anterior RH,SalVentAttnA,SalVentAttnA,0.6007214018985376,0.3068087281263675,0.08096819626591265
482,Operculum orbitalis LH,SalVentAttnA,SalVentAttnB,0.5437232329721016,0.4262999931217453,0.02999900857352665
483,Middle frontal gyrus middle superior LH,DefaultB,ContB,0.6163370796041963,0.2406921861781003,0.09201209481513946
484,Middle frontal gyrus mid-anterior LH,ContA,ContA,0.4913299180413807,0.4757111055498376,0.0263547907607249
485,Caudate superior posterior,No network found,No network found,0.5223886013307565,0.31041603641523857,0.16719991782091295
486,Corpus callosum genu inferior,No network found,No network found,0.6241290519156392,0.2960427658470961,0.07984084379632364
487,Superior temporal gyrus middle superior LH,SomMotA,SomMotB,0.7140010481187373,0.03611999840376488,0.19127644600468746
488,Globus pallidus,No network found,No network found,0.6934478847900928,0.2854397045693768,0.021130436261453108
489,Internal capsule posterior limb,No network found,No network found,0.16408618502400038,0.8358377714451775,7.327409734395541e-05
490,Middle temporal gyrus mid-posterior medial LH,DefaultB,DefaultB,0.3977713428598034,0.5862346223773143,0.016003221197089742
491,Cerebellar peduncles,No network found,No network found,0.5524954760610836,0.4416258546872431,0.005887521551730162
492,Frontal pole superior LH,DefaultB,DefaultB,0.5462393460309859,0.08709915169884537,0.10904776744680028
493,Posterior cingulate cortex,DefaultB,DefaultA,0.7410282365487726,0.16796934379865813,0.09100075470287616
494,Pars triangularis inferior LH,DefaultB,DefaultB,0.6057406036646049,0.038341728250442124,0.3077237066062772
495,Intraparietal sulcus medial LH,ContA,ContA,0.4615933713754628,0.5078144691750098,0.03059624492205322
496,Angular gyrus antero-superior LH,DefaultB,DefaultB,0.5437486552933355,0.4058554260509745,0.045464713039823086
497,Intermediate primus of Jensen LH,ContA,ContB,0.5650570900821382,0.3533850708556859,0.07811801708182148
498,Cerebrospinal fluid (between pars orbitalis and skull LH),DefaultB,DefaultB,0.6417748884591686,0.0940504547312019,0.13831869709798772
499,Inferior temporal gyrus posterior RH,DorsAttnB,DorsAttnA,0.7447718092933634,0.21437926230768625,0.038373849153525263
500,Planum polare LH,SomMotA,SomMotB,0.6363699374240663,0.10073819380143516,0.2628862688009425
501,Internal capsule rentrolenticular LH,No network found,No network found,0.2347838445822413,0.6071171877763458,0.1580996942706523
502,Cerebellum Crus II RH,No network found,No network found,0.7023041564274648,0.2736481868393882,0.02367554573046701
503,Fusiform gyrus posterior LH,VisCent,VisCent,0.7241386760026048,0.13287825459513036,0.135789487002416
