,dimension,component,identified,overlap_against,label
6602,1024,265,17,64,Superior frontal gyrus medial
6603,1024,265,12,64,Paracentral gyrus RH
6604,1024,265,51,64,Middle frontal gyrus
6605,1024,265,84,128,Precentral gyrus superior
6606,1024,265,36,128,"Superior frontal gyrus, posterior"
6607,1024,265,51,128,Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)
6608,1024,265,20,128,Cerebrospinal fluid (superior of Central sulcus)
6609,1024,265,18,128,Postcentral gyrus RH
6610,1024,265,196,256,Superior frontal gyrus posterior RH
6611,1024,265,207,256,Posterior middle frontal gyrus
6612,1024,265,99,256,Precentral gyrus superior
6613,1024,265,100,256,Central sulcus middle
6614,1024,265,150,256,Cerebrospinal fluid (between precentral gyrus and skull)
6615,1024,265,512,512,Precentral sulcus superior RH
6616,1024,265,65,512,Precentral gyrus mid-superior 
6617,1024,265,294,512,Middle frontal gyrus posterior RH
6618,1024,265,199,512,Precentral gyrus superior RH
6619,1024,265,382,512,Cerebrospinal fluid (between central sulcus and skull RH)
6620,1024,265,974,1024,Middle frontal gyrus posterior superior RH
6621,1024,265,140,1024,Precentral sulcus superior RH
6622,1024,265,481,1024,Precentral gyrus middle anterior RH
6623,1024,265,337,1024,Superior frontal sulcus posterior RH
6624,1024,265,222,1024,Precentral gyrus mid-superior RH
6625,1024,266,53,64,Parieto occipital sulcus anterior
6626,1024,266,22,64,Superior fornix and isthmus
6627,1024,266,31,64,Calcarine sulcus anterior
6628,1024,266,20,64,Central Parieto-occipital sulcus
6629,1024,266,5,64,Dorsal Parieto-occipital sulcus
6630,1024,266,45,128,"Calcarine sulcus, anterior"
6631,1024,266,95,128,Retrosplenial cortex
6632,1024,266,8,128,Parieto-occipital sulcus central
6633,1024,266,57,128,Hippocampal fissure
6634,1024,266,91,128,Lingual gyrus
6635,1024,266,102,256,Ventral posterior cingulate cortex
6636,1024,266,220,256,Occipital horn of lateral ventricles
6637,1024,266,95,256,Posterior hippocampus
6638,1024,266,128,256,"Parieto-occipital sulcus, inferior"
6639,1024,266,139,256,Calcarine sulcus middle
6640,1024,266,91,512,Parieto-occipital sulcus anterior
6641,1024,266,288,512,Calcarine sulcus anterior
6642,1024,266,177,512,Calcarine sulcus mid-anterior
6643,1024,266,82,512,Parieto-occipital sulcus mid-anterior
6644,1024,266,326,512,Parieto-occipital sulcus mid-anterior RH
6645,1024,266,445,1024,Parieto-occipital sulcus inferior LH
6646,1024,266,774,1024,Calcarine sulcus anterior RH
6647,1024,266,449,1024,Calcarine sulcus anterior LH
6648,1024,266,407,1024,Posterior cingulate cortex inferior LH
6649,1024,266,801,1024,Calcarine sulcus anterior
6650,1024,267,13,64,Superior occipital gyrus
6651,1024,267,5,64,Dorsal Parieto-occipital sulcus
6652,1024,267,18,64,Precuneus superior
6653,1024,267,27,64,Superior parietal lobule posterior
6654,1024,267,56,64,Superior occipital sulcus
6655,1024,267,78,128,Cuneus superior
6656,1024,267,66,128,Cerebrospinal fluid (between Parieto-occipital sulcus and skull)
6657,1024,267,118,128,Parieto-occipital sulcus antero-superior
6658,1024,267,50,128,"Superior parietal lobule, posterior"
6659,1024,267,121,128,"Precuneus, posterior"
6660,1024,267,216,256,Parieto-occipital sulcus superior
6661,1024,267,184,256,Cuneus superior
6662,1024,267,153,256,Cerebrospinal fluid (between parieto-occipital sulcus and skull)
6663,1024,267,24,256,"Parieto-occipital sulcus, superior"
6664,1024,267,6,256,"Cuneus, anterior"
6665,1024,267,217,512,Parieto-occipital sulcus postero-superior 
6666,1024,267,301,512,Parieto-occipital sulcus middle inferior LH
6667,1024,267,228,512,Cuneus postero-superior
6668,1024,267,362,512,Precuneus posterior 
6669,1024,267,240,512,Cuneus superior 
6670,1024,267,368,1024,Superior occipital gyrus superior LH
6671,1024,267,296,1024,Parieto-occipital sulcus superior
6672,1024,267,941,1024,Parieto-occipital sulcus postero-superior 
6673,1024,267,434,1024,Parieto-occipital sulcus mid-superior
6674,1024,267,719,1024,Cuneus postero-superior LH
6675,1024,268,50,64,Postcentral gyrus LH
6676,1024,268,10,64,Superior parts of Postcentral and Precentral gyri
6677,1024,268,40,64,Precentral gyrus superior
6678,1024,268,41,64,Postcentral gyrus inferior
6679,1024,268,28,64,Paracentral lobule
6680,1024,268,84,128,Precentral gyrus superior
6681,1024,268,62,128,Central sulcus
6682,1024,268,74,128,"Postcentral sulcus, superior"
6683,1024,268,20,128,Cerebrospinal fluid (superior of Central sulcus)
6684,1024,268,83,128,"Precentral sulcus, superior"
6685,1024,268,100,256,Central sulcus middle
6686,1024,268,239,256,Precentral gyrus middle
6687,1024,268,115,256,Superior parts of central and postcentral sulci LH
6688,1024,268,246,256,Cerebrospinal fluid (between precentral and postcentral gyri LH and skull)
6689,1024,268,30,256,"Postcentral sulcus superior, LH"
6690,1024,268,466,512,Central sulcus superior LH
6691,1024,268,338,512,Central sulcus middle
6692,1024,268,97,512,Postcentral gyrus middle LH
6693,1024,268,459,512,Central sulcus LH
6694,1024,268,334,512,Precentral gyrus mid-superior LH
6695,1024,268,78,1024,Central sulcus mid-superior LH
6696,1024,268,620,1024,Postcentral gyrus mid-superior LH
6697,1024,268,436,1024,Precentral gyrus middle posterior LH
6698,1024,268,544,1024,Postcentral sulcus mid-superior LH
6699,1024,268,550,1024,Postcentral gyrus middle LH
6700,1024,269,42,64,Lateral occipital cortex
6701,1024,269,24,64,Descending occipital gyrus
6702,1024,269,54,64,Precuneus superior
6703,1024,269,53,64,Parieto occipital sulcus anterior
6704,1024,269,56,64,Superior occipital sulcus
6705,1024,269,110,128,"Inferior parietal lobule, LH"
6706,1024,269,13,128,"Lateral occipital cortex, superior"
6707,1024,269,25,128,"Lateral occipital cortex, inferior"
6708,1024,269,122,128,"Angular gyrus, LH"
6709,1024,269,66,128,Cerebrospinal fluid (between Parieto-occipital sulcus and skull)
6710,1024,269,194,256,Lateral occipital cortex
6711,1024,269,127,256,"Angular gyrus posterior, LH"
6712,1024,269,113,256,Lateral occipital cortex anterior
6713,1024,269,166,256,Angular gyrus superior
6714,1024,269,108,256,Middle temporal gyrus posterior
6715,1024,269,416,512,Angular gyrus postero-superior LH
6716,1024,269,243,512,Middle temporal gyrus posterior LH
6717,1024,269,134,512,Lateral occipital cortex posterior LH
6718,1024,269,386,512,Lateral occipital cortex antero-superior LH
6719,1024,269,365,512,Angular gyrus postero-inferior LH
6720,1024,269,224,1024,Superior occipital gyrus LH
6721,1024,269,373,1024,Lateral occipital cortex postero-superior LH
6722,1024,269,188,1024,Angular gyrus postero-superior LH
6723,1024,269,73,1024,Angular gyrus postero-inferior LH
6724,1024,269,608,1024,Lateral occipital cortex posterior LH
6725,1024,270,33,64,Superior parietal lobule anterior
6726,1024,270,48,64,Intraparietal sulcus RH
6727,1024,270,40,64,Precentral gyrus superior
6728,1024,270,27,64,Superior parietal lobule posterior
6729,1024,270,43,64,Callosomarginal sulcus
6730,1024,270,46,128,"Intraparietal sulcus, RH"
6731,1024,270,74,128,"Postcentral sulcus, superior"
6732,1024,270,18,128,Postcentral gyrus RH
6733,1024,270,5,128,Superior precentral and postcentral sulci
6734,1024,270,81,128,"Intraparietal sulcus anterior, RH"
6735,1024,270,42,256,"Postcentral sulcus, inferior"
6736,1024,270,243,256,Postcentral sulcus middle RH
6737,1024,270,63,256,"Intraparietal sulcus dorsal, RH"
6738,1024,270,47,256,"Supramarginal gyrus anterior, RH"
6739,1024,270,118,256,"Intraparietal sulcus ventral, RH"
6740,1024,270,86,512,Intraparietal sulcus middle RH
6741,1024,270,61,512,Postcentral sulcus inferior RH
6742,1024,270,37,512,Superior longitudinal fasciculus II middle RH
6743,1024,270,318,512,Superior parietal sulcus RH
6744,1024,270,396,512,Superior longitudinal fasciculus I posterior
6745,1024,270,542,1024,Postcentral sulcus middle RH
6746,1024,270,150,1024,Intraparietal sulcus anterior RH
6747,1024,270,701,1024,Postcentral sulcus mid-superior RH
6748,1024,270,986,1024,Superior parts of central and precentral sulci RH
6749,1024,270,807,1024,Corpus callosum posterior body radiation RH
6750,1024,271,46,64,Occipital pole
6751,1024,271,29,64,Inferior occipital gyrus
6752,1024,271,55,64,Lingual gyrus
6753,1024,271,24,64,Descending occipital gyrus
6754,1024,271,3,64,Calcarine cortex posterior
6755,1024,271,108,128,Inferior occipital gyrus
6756,1024,271,88,128,Lunate sulcus
6757,1024,271,120,128,Fusiform gyrus
6758,1024,271,116,128,"Occipital pole, inferior"
6759,1024,271,25,128,"Lateral occipital cortex, inferior"
6760,1024,271,159,256,Inferior occipital sulcus
6761,1024,271,35,256,"Occipitotemporal sulcus posterior, RH"
6762,1024,271,89,256,Transverse occipital sulcus
6763,1024,271,28,256,Inferior occipital gyrus
6764,1024,271,25,256,"Occipital pole, inferior"
6765,1024,271,232,512,Occipital pole lateral RH
6766,1024,271,370,512,Inferior occipital gyrus RH
6767,1024,271,78,512,Anterior occipital sulcus RH
6768,1024,271,281,512,Inferior occipital sulcus
6769,1024,271,187,512,Inferior occipital gyrus
6770,1024,271,818,1024,Inferior occipital sulcus inferior RH
6771,1024,271,91,1024,Lateral occipital cortex antero-inferior RH
6772,1024,271,165,1024,Fusiform gyrus posterior RH
6773,1024,271,1,1024,Retrocalcarine cortex RH
6774,1024,271,591,1024,Occipitotemporal sulcus posterior RH
6775,1024,272,51,64,Middle frontal gyrus
6776,1024,272,39,64,Dorsomedial Prefrontal cortex antero-caudal
6777,1024,272,23,64,Anterior Cingulate Cortex
6778,1024,272,58,64,Middle frontal gyrus anterior
6779,1024,272,52,64,Inferior frontal gyrus
6780,1024,272,14,128,Lateral frontal pole
6781,1024,272,4,128,"Frontal pole lateral, RH"
6782,1024,272,35,128,"Dorsomedial prefrontal cortex, anterocaudal"
6783,1024,272,10,128,Ventral medial prefrontal cortex
6784,1024,272,90,128,"Superior frontal sulcus, anterior"
6785,1024,272,244,256,Ventromedial prefrontal cortex anterior
6786,1024,272,92,256,Frontomarginal gyrus
6787,1024,272,39,256,"Paracingulate gyrus, anterior"
6788,1024,272,79,256,"Frontal pole lateral, RH"
6789,1024,272,61,256,Frontal pole
6790,1024,272,192,512,Frontal pole medial
6791,1024,272,10,512,"Frontal pole lateral, RH"
6792,1024,272,46,512,Frontal pole
6793,1024,272,479,512,Frontal pole medial
6794,1024,272,51,512,Ventromedial prefrontal cortex
6795,1024,272,656,1024,Frontal pole RH
6796,1024,272,443,1024,Paracingulate gyrus anterior
6797,1024,272,289,1024,Ventromedial prefrontal cortex posterior RH
6798,1024,272,195,1024,Frontomarginal gyrus RH
6799,1024,272,944,1024,Frontal pole mid-superior RH
6800,1024,273,61,64,Middle temporal gyrus
6801,1024,273,23,64,Anterior Cingulate Cortex
6802,1024,273,64,64,Caudate
6803,1024,273,26,64,Mid-anterior Cingulate cortex
6804,1024,273,25,64,Putamen
6805,1024,273,79,128,Pars triangularis
6806,1024,273,64,128,"Lateral fissure, anterior"
6807,1024,273,42,128,"Middle temporal gyrus, LH"
6808,1024,273,98,128,"Putamen, anterior"
6809,1024,273,100,128,Caudate ventral
6810,1024,273,236,256,Pars orbitalis RH
6811,1024,273,217,256,Superior temporal gyrus anterior
6812,1024,273,148,256,Lateral fissure anterior
6813,1024,273,16,256,"Pars opercularis, pars triangularis LH"
6814,1024,273,242,256,Anterior horizontal ramus lateral fissure RH
6815,1024,273,325,512,Anterior horizontal ramus of the lateral fissure LH
6816,1024,273,27,512,Anterior vertical ramus of the lateral fissure LH
6817,1024,273,3,512,"Anterior insula, ventral"
6818,1024,273,249,512,Lateral fissure anterior LH
6819,1024,273,490,512,Orbitofrontal cortex
6820,1024,273,27,1024,External capsule anterior LH
6821,1024,273,482,1024,Operculum orbitalis LH
6822,1024,273,772,1024,Anterior horizontal ramus of the Lateral fissure LH
6823,1024,273,567,1024,Anterior insula antero-superior
6824,1024,273,725,1024,Anterior insula mid-inferior LH
6825,1024,274,59,64,Angular gyrus
6826,1024,274,16,64,Posterior fusiform gyrus
6827,1024,274,7,64,Superior temporal sulcus with angular gyrus
6828,1024,274,61,64,Middle temporal gyrus
6829,1024,274,24,64,Descending occipital gyrus
6830,1024,274,122,128,"Angular gyrus, LH"
6831,1024,274,65,128,Ventrolateral fusiform gyrus
6832,1024,274,110,128,"Inferior parietal lobule, LH"
6833,1024,274,13,128,"Lateral occipital cortex, superior"
6834,1024,274,8,128,Parieto-occipital sulcus central
6835,1024,274,93,256,Optic radiation LH
6836,1024,274,120,256,Lateral occipital cortex superior
6837,1024,274,64,256,"Angular gyrus inferior, LH"
6838,1024,274,212,256,Inferior temporal sulcus posterior LH
6839,1024,274,127,256,"Angular gyrus posterior, LH"
6840,1024,274,138,512,Superior temporal sulcus posterior LH
6841,1024,274,352,512,Lateral occipital cortex anterior LH
6842,1024,274,243,512,Middle temporal gyrus posterior LH
6843,1024,274,129,512,Optic radiation LH
6844,1024,274,357,512,Angular sulcus superior LH
6845,1024,274,173,1024,Lateral occipital cortex anterior LH
6846,1024,274,373,1024,Lateral occipital cortex postero-superior LH
6847,1024,274,814,1024,Anterior occipital sulcus LH
6848,1024,274,573,1024,Superior occipital gyrus inferior LH
6849,1024,274,73,1024,Angular gyrus postero-inferior LH
6850,1024,275,28,64,Paracentral lobule
6851,1024,275,33,64,Superior parietal lobule anterior
6852,1024,275,12,64,Paracentral gyrus RH
6853,1024,275,50,64,Postcentral gyrus LH
6854,1024,275,63,64,Central sulcus
6855,1024,275,38,128,Superior precentral and postcentral gyri [same as 5]
6856,1024,275,59,128,Inferior callosomarginal sulcus
6857,1024,275,60,128,Paracentral lobule
6858,1024,275,89,128,"Superior parietal lobule, anterior"
6859,1024,275,74,128,"Postcentral sulcus, superior"
6860,1024,275,87,256,Superior parts of central and postcentral sulci
6861,1024,275,115,256,Superior parts of central and postcentral sulci LH
6862,1024,275,114,256,Precentral gyrus medial superior
6863,1024,275,19,256,Superior parietal lobule
6864,1024,275,137,256,Paracentral lobule posterior
6865,1024,275,502,512,Central sulcus mid-superior 
6866,1024,275,163,512,Superior longitudinal fasciculus I posterior LH
6867,1024,275,410,512,Callosomarginal sulcus superior
6868,1024,275,211,512,Postcentral sulcus superior LH
6869,1024,275,229,512,Paracentral sulcus
6870,1024,275,154,1024,Central sulcus and postcentral sulcus superior
6871,1024,275,467,1024,Callosomarginal sulcus superior LH
6872,1024,275,965,1024,Paracentral lobule posterior LH
6873,1024,275,349,1024,Callosomarginal sulcus middle LH
6874,1024,275,970,1024,Callosomarginal sulcus superior
6875,1024,276,54,64,Precuneus superior
6876,1024,276,14,64,Mid-posterior cingulate gyrus
6877,1024,276,56,64,Superior occipital sulcus
6878,1024,276,33,64,Superior parietal lobule anterior
6879,1024,276,38,64,Intraparietal sulcus LH
6880,1024,276,121,128,"Precuneus, posterior"
6881,1024,276,50,128,"Superior parietal lobule, posterior"
6882,1024,276,92,128,Precuneus anterior
6883,1024,276,33,128,Posterior cingulate cortex
6884,1024,276,73,128,Superior occipital sulcus
6885,1024,276,106,256,"Intraparietal sulcus posterior, LH"
6886,1024,276,256,256,Precuneus superior
6887,1024,276,178,256,Posterior cingulate
6888,1024,276,247,256,"Superior longitudinal fasciculus I posterior, RH"
6889,1024,276,215,256,Superior parietal lobule
6890,1024,276,163,512,Superior longitudinal fasciculus I posterior LH
6891,1024,276,131,512,Precuneus mid-superior LH
6892,1024,276,396,512,Superior longitudinal fasciculus I posterior
6893,1024,276,302,512,Subparietal sulcus LH
6894,1024,276,144,512,Intraparietal sulcus middle LH
6895,1024,276,255,1024,Precuneus anterior LH
6896,1024,276,448,1024,Superior parietal sulcus middle LH
6897,1024,276,569,1024,Superior longitudinal fasciculus I mid-posterior LH
6898,1024,276,995,1024,Superior occipital sulcus LH
6899,1024,276,561,1024,Precuneus middle superior LH
6900,1024,277,62,64,Superior frontal gyrus
6901,1024,277,39,64,Dorsomedial Prefrontal cortex antero-caudal
6902,1024,277,17,64,Superior frontal gyrus medial
6903,1024,277,52,64,Inferior frontal gyrus
6904,1024,277,58,64,Middle frontal gyrus anterior
6905,1024,277,9,128,Superior frontal sulcus
6906,1024,277,90,128,"Superior frontal sulcus, anterior"
6907,1024,277,1,128,"Middle frontal gyrus lateral, LH"
6908,1024,277,30,128,Cerebrospinal fluid (between anterior part of superior frontal gyrus and skull)
6909,1024,277,40,128,"Paracingulate gyrus, middle"
6910,1024,277,136,256,Cerebrospinal fluid (between middle frontal gyrus and skull)
6911,1024,277,12,256,Superior frontal gyrus anterior
6912,1024,277,76,256,Superior frontal gyrus posterior
6913,1024,277,174,256,Middle frontal gyrus posterior LH
6914,1024,277,54,256,"Superior frontal sulcus anterior, RH"
6915,1024,277,124,512,Superior frontal sulcus middle LH
6916,1024,277,267,512,Superior frontal gyrus middle LH
6917,1024,277,333,512,Cerebrospinal fluid (between middle frontal gyrus and skull LH)
6918,1024,277,307,512,Superior frontal sulcus middle
6919,1024,277,190,512,Superior frontal sulcus anterior LH
6920,1024,277,856,1024,Superior frontal sulcus anterior LH
6921,1024,277,883,1024,Superior frontal sulcus mid-anterior LH
6922,1024,277,638,1024,Superior frontal gyrus mid-anterior LH
6923,1024,277,193,1024,Cerebrospinal fluid (between superior frontal sulcus and skull LH)
6924,1024,277,694,1024,Superior frontal gyrus mid-posterior LH
6925,1024,278,10,64,Superior parts of Postcentral and Precentral gyri
6926,1024,278,50,64,Postcentral gyrus LH
6927,1024,278,17,64,Superior frontal gyrus medial
6928,1024,278,40,64,Precentral gyrus superior
6929,1024,278,38,64,Intraparietal sulcus LH
6930,1024,278,43,128,"Postcentral gyrus superior, LH"
6931,1024,278,20,128,Cerebrospinal fluid (superior of Central sulcus)
6932,1024,278,51,128,Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)
6933,1024,278,74,128,"Postcentral sulcus, superior"
6934,1024,278,83,128,"Precentral sulcus, superior"
6935,1024,278,246,256,Cerebrospinal fluid (between precentral and postcentral gyri LH and skull)
6936,1024,278,100,256,Central sulcus middle
6937,1024,278,23,256,Postcentral gyrus LH
6938,1024,278,239,256,Precentral gyrus middle
6939,1024,278,115,256,Superior parts of central and postcentral sulci LH
6940,1024,278,459,512,Central sulcus LH
6941,1024,278,97,512,Postcentral gyrus middle LH
6942,1024,278,380,512,Cerebrospinal fluid (between central sulcus and skull LH)
6943,1024,278,306,512,Central sulcus middle LH
6944,1024,278,132,512,Postcentral gyrus mid-inferior
6945,1024,278,436,1024,Precentral gyrus middle posterior LH
6946,1024,278,888,1024,Precentral gyrus middle LH
6947,1024,278,268,1024,Postcentral gyrus mid-inferior lateral LH
6948,1024,278,354,1024,Precentral gyrus middle anterior LH
6949,1024,278,522,1024,Postcentral gyrus middle anterior LH
6950,1024,279,45,64,Heschl’s gyrus
6951,1024,279,8,64,Planum temporale
6952,1024,279,19,64,Planum polare
6953,1024,279,25,64,Putamen
6954,1024,279,50,64,Postcentral gyrus LH
6955,1024,279,54,128,Planum temporale LH
6956,1024,279,49,128,"Insula center, and lateral fissure"
6957,1024,279,48,128,"Postcentral sulcus inferior, LH"
6958,1024,279,74,128,"Postcentral sulcus, superior"
6959,1024,279,114,128,"Supramarginal gyrus anterior, RH"
6960,1024,279,251,256,"Supramarginal gyrus anterior, LH"
6961,1024,279,191,256,Central opercular cortex
6962,1024,279,73,256,Supramarginal gyrus
6963,1024,279,70,256,Parietal operculum
6964,1024,279,167,256,Planum temporale LH
6965,1024,279,189,512,Arcuate fasciculus postero-superior
6966,1024,279,193,512,Supramarginal gyrus inferior LH
6967,1024,279,372,512,Postcentral sulcus inferior LH
6968,1024,279,295,512,Parietal operculum LH
6969,1024,279,337,512,Superior temporal gyrus posterior LH
6970,1024,279,837,1024,Frontoparietal operculum LH
6971,1024,279,21,1024,Lateral fissure posterior limb LH
6972,1024,279,176,1024,Superior temporal gyrus posterior medial LH
6973,1024,279,1018,1024,Superior temporal gyrus posterior lateral LH
6974,1024,279,603,1024,Subcentral gyrus posterior LH
6975,1024,280,47,64,Thalamus
6976,1024,280,21,64,Cerebellum I-V
6977,1024,280,64,64,Caudate
6978,1024,280,25,64,Putamen
6979,1024,280,53,64,Parieto occipital sulcus anterior
6980,1024,280,115,128,Cerebellum IV and middle cerebellar peduncle
6981,1024,280,31,128,Parahippocampal gyrus
6982,1024,280,97,128,Thalamus and globus pallidus
6983,1024,280,71,128,Thalamus
6984,1024,280,100,128,Caudate ventral
6985,1024,280,125,256,Hippocampal fissure
6986,1024,280,206,256,Thalamus ventral
6987,1024,280,132,256,"Insula, ventral anterior"
6988,1024,280,237,256,Occipitotemporal gyrus anterior
6989,1024,280,21,256,Amygdala
6990,1024,280,148,512,Pons antero-superior
6991,1024,280,270,512,Hippocampus
6992,1024,280,11,512,Midbrain superior
6993,1024,280,335,512,Thalamus anterior 
6994,1024,280,224,512,Subthalamic nuclei
6995,1024,280,378,1024,Mammillary bodies
6996,1024,280,942,1024,Cerebral peduncles superior
6997,1024,280,9,1024,Parahippocampal gyrus anterior
6998,1024,280,560,1024,Pons superior
6999,1024,280,108,1024,Middle cerebellar peduncle superior
7000,1024,281,22,64,Superior fornix and isthmus
7001,1024,281,15,64,ventricles
7002,1024,281,35,64,Lingual gyrus anterior
7003,1024,281,25,64,Putamen
7004,1024,281,64,64,Caudate
7005,1024,281,71,128,Thalamus
7006,1024,281,95,128,Retrosplenial cortex
7007,1024,281,57,128,Hippocampal fissure
7008,1024,281,127,128,"Lateral ventricles, superior"
7009,1024,281,124,128,"Putamen, posterior"
7010,1024,281,228,256,Thalamus
7011,1024,281,206,256,Thalamus ventral
7012,1024,281,95,256,Posterior hippocampus
7013,1024,281,133,256,"Thalamus, medial"
7014,1024,281,111,256,Retrosplenial cortex
7015,1024,281,335,512,Thalamus anterior 
7016,1024,281,298,512,Thalamus middle 
7017,1024,281,71,512,Thalamus posterior
7018,1024,281,285,512,Cerebral peduncles
7019,1024,281,29,512,Posterior limb of the internal capsule RH
7020,1024,281,292,1024,Thalamus posterior RH
7021,1024,281,38,1024,Thalamus LH
7022,1024,281,640,1024,Internal capsule posterior limb LH
7023,1024,281,386,1024,Cingulum inferior
7024,1024,281,95,1024,Thalamus superior
7025,1024,282,58,64,Middle frontal gyrus anterior
7026,1024,282,39,64,Dorsomedial Prefrontal cortex antero-caudal
7027,1024,282,52,64,Inferior frontal gyrus
7028,1024,282,49,64,Inferior frontal sulcus
7029,1024,282,30,64,Superior rostral gyrus
7030,1024,282,14,128,Lateral frontal pole
7031,1024,282,93,128,Cerebrospinal fluid (between middle frontal gyrus and skull)
7032,1024,282,30,128,Cerebrospinal fluid (between anterior part of superior frontal gyrus and skull)
7033,1024,282,90,128,"Superior frontal sulcus, anterior"
7034,1024,282,117,128,"Ventromedial prefrontal cortex, anterior"
7035,1024,282,202,256,Cerebrospinal fluid (between middle frontal gyrus and skull)
7036,1024,282,61,256,Frontal pole
7037,1024,282,2,256,"Middle frontal gyrus anterior, RH"
7038,1024,282,144,256,Inferior frontal sulcus RH
7039,1024,282,214,256,Middle frontal gyrus anterior
7040,1024,282,44,512,Frontal pole superior RH
7041,1024,282,10,512,"Frontal pole lateral, RH"
7042,1024,282,32,512,Superior frontal sulcus anterior RH
7043,1024,282,345,512,Cerebrospinal fluid (between middle frontal gyrus and skull RH)
7044,1024,282,205,512,Middle frontal gyrus anterior lateral RH
7045,1024,282,366,1024,Ventrolateral prefrontal cortex RH
7046,1024,282,944,1024,Frontal pole mid-superior RH
7047,1024,282,730,1024,Middle frontal gyrus anterior RH
7048,1024,282,66,1024,Middle frontal gyrus mid-anterior RH
7049,1024,282,17,1024,Frontal pole lateral RH
7050,1024,283,2,64,Fusiform gyrus
7051,1024,283,9,64,Cerebellum Crus II
7052,1024,283,11,64,Transverse sinus
7053,1024,283,55,64,Lingual gyrus
7054,1024,283,35,64,Lingual gyrus anterior
7055,1024,283,82,128,Cerebellum IV and V
7056,1024,283,113,128,Cerebellum VI
7057,1024,283,28,128,Cerebellum VI superior
7058,1024,283,115,128,Cerebellum IV and middle cerebellar peduncle
7059,1024,283,55,128,Cerebellum superior posterior fissure
7060,1024,283,154,256,Cerebellum V
7061,1024,283,200,256,Cerebellum V
7062,1024,283,36,256,Cerebellum VIIb
7063,1024,283,223,256,Cerebellum VI superior
7064,1024,283,173,256,Cerebellum VI anterior
7065,1024,283,376,512,Cerebellum V RH
7066,1024,283,128,512,Cerebellum VI superior LH
7067,1024,283,341,512,Cerebellum VI medial
7068,1024,283,481,512,Cerebellum VI  LH
7069,1024,283,218,512,Cerebellum III inferior
7070,1024,283,893,1024,Cerebellum V
7071,1024,283,42,1024,Cerebellum VI superior
7072,1024,283,170,1024,Cerebellum VI
7073,1024,283,931,1024,Cerebellum VI anterior
7074,1024,283,732,1024,Cerebellum V
7075,1024,284,13,64,Superior occipital gyrus
7076,1024,284,46,64,Occipital pole
7077,1024,284,56,64,Superior occipital sulcus
7078,1024,284,42,64,Lateral occipital cortex
7079,1024,284,57,64,Superior parietal lobule
7080,1024,284,13,128,"Lateral occipital cortex, superior"
7081,1024,284,3,128,Superior occipital gyrus
7082,1024,284,78,128,Cuneus superior
7083,1024,284,88,128,Lunate sulcus
7084,1024,284,116,128,"Occipital pole, inferior"
7085,1024,284,122,256,"Occipital pole, superior"
7086,1024,284,194,256,Lateral occipital cortex
7087,1024,284,153,256,Cerebrospinal fluid (between parieto-occipital sulcus and skull)
7088,1024,284,107,256,Occipital pole
7089,1024,284,31,256,Superior occipital sulcus RH
7090,1024,284,200,512,Occipital pole superior
7091,1024,284,62,512,Cuneus middle posterior RH
7092,1024,284,109,512,Lunate sulcus RH
7093,1024,284,347,512,Superior occipital gyrus inferior RH
7094,1024,284,228,512,Cuneus postero-superior
7095,1024,284,1005,1024,Lunate sulcus superior RH
7096,1024,284,219,1024,Cuneus posterior RH
7097,1024,284,882,1024,Superior occipital gyrus inferior RH
7098,1024,284,360,1024,Lateral occipital sulcus posterior RH
7099,1024,284,473,1024,Lateral occipital cortex posterior RH
7100,1024,285,7,64,Superior temporal sulcus with angular gyrus
7101,1024,285,37,64,Supramarginal gyrus
7102,1024,285,19,64,Planum polare
7103,1024,285,45,64,Heschl’s gyrus
7104,1024,285,36,64,Angular gyrus
7105,1024,285,126,128,"Superior temporal sulcus posterior, RH"
7106,1024,285,23,128,"Superior temporal gyrus, middle"
7107,1024,285,80,128,Superior temporal sulcus LH
7108,1024,285,114,128,"Supramarginal gyrus anterior, RH"
7109,1024,285,128,128,"Angular gyrus, RH"
7110,1024,285,230,256,Superior temporal sulcus posterior RH
7111,1024,285,186,256,Superior temporal sulcus RH
7112,1024,285,70,256,Parietal operculum
7113,1024,285,225,256,Middle temporal gyrus middle RH
7114,1024,285,253,256,Superior temporal sulcus posterior RH
7115,1024,285,402,512,Superior temporal gyrus middle LH
7116,1024,285,146,512,Superior temporal gyrus posterior RH
7117,1024,285,207,512,Superior temporal sulcus posterior RH
7118,1024,285,235,512,Superior temporal sulcus middle-superior RH
7119,1024,285,391,512,Middle temporal gyrus middle RH
7120,1024,285,77,1024,Supramarginal gyrus antero-inferior RH
7121,1024,285,925,1024,Superior temporal sulcus mid-posterior RH
7122,1024,285,781,1024,Superior temporal gyrus posterior RH
7123,1024,285,144,1024,Superior temporal sulcus posterior RH
7124,1024,285,557,1024,Lateral fissure posterior limb inferior RH
7125,1024,286,58,64,Middle frontal gyrus anterior
7126,1024,286,51,64,Middle frontal gyrus
7127,1024,286,40,64,Precentral gyrus superior
7128,1024,286,36,64,Angular gyrus
7129,1024,286,26,64,Mid-anterior Cingulate cortex
7130,1024,286,36,128,"Superior frontal gyrus, posterior"
7131,1024,286,2,128,Middle frontal gyrus anterior
7132,1024,286,106,128,"Middle frontal gyrus, RH"
7133,1024,286,104,128,Inferior frontal sulcus posterior RH
