,dimension,component,identified,overlap_against,label
1246,256,50,358,1024,Cerebellum VIIIa
1247,256,50,910,1024,Cerebellum horizontal fissure
1248,256,50,815,1024,Cerebellum IX
1249,256,50,649,1024,Cerebellum Crus II LH
1250,256,51,63,64,Central sulcus
1251,256,51,28,64,Paracentral lobule
1252,256,51,10,64,Superior parts of Postcentral and Precentral gyri
1253,256,51,44,64,Paracentral lobule superior
1254,256,51,33,64,Superior parietal lobule anterior
1255,256,51,84,128,Precentral gyrus superior
1256,256,51,20,128,Cerebrospinal fluid (superior of Central sulcus)
1257,256,51,38,128,Superior precentral and postcentral gyri [same as 5]
1258,256,51,5,128,Superior precentral and postcentral sulci
1259,256,51,74,128,"Postcentral sulcus, superior"
1260,256,51,243,256,Postcentral sulcus middle RH
1261,256,51,100,256,Central sulcus middle
1262,256,51,150,256,Cerebrospinal fluid (between precentral gyrus and skull)
1263,256,51,87,256,Superior parts of central and postcentral sulci
1264,256,51,142,256,Superior parts of central and postcentral sulci
1265,256,51,273,512,Central sulcus mid-superior RH
1266,256,51,465,512,Cerebrospinal fluid (between postcentral sulcus and skull RH)
1267,256,51,438,512,Central sulcus mid-inferior RH
1268,256,51,414,512,Superior parts of central and postcentral sulci RH
1269,256,51,502,512,Central sulcus mid-superior 
1270,256,51,609,1024,Central sulcus middle posterior RH
1271,256,51,727,1024,Central sulcus middle medial RH
1272,256,51,868,1024,Middle parts of postcentral gyrus and precentral gyrus RH
1273,256,51,14,1024,Precentral gyrus middle
1274,256,51,986,1024,Superior parts of central and precentral sulci RH
1275,256,52,44,64,Paracentral lobule superior
1276,256,52,33,64,Superior parietal lobule anterior
1277,256,52,54,64,Precuneus superior
1278,256,52,57,64,Superior parietal lobule
1279,256,52,43,64,Callosomarginal sulcus
1280,256,52,70,128,Cerebrospinal fluid (between central sulcus and skull)
1281,256,52,86,128,Cerebrospinal fluid (between parietal lobe and skull)
1282,256,52,92,128,Precuneus anterior
1283,256,52,89,128,"Superior parietal lobule, anterior"
1284,256,52,66,128,Cerebrospinal fluid (between Parieto-occipital sulcus and skull)
1285,256,52,18,256,Cerebrospinal fluid (between precuneus and skull)
1286,256,52,256,256,Precuneus superior
1287,256,52,137,256,Paracentral lobule posterior
1288,256,52,208,256,Superior parietal lobule superior
1289,256,52,65,256,Precuneus anterior
1290,256,52,497,512,Precuneus superior
1291,256,52,398,512,Cerebrospinal fluid (between callosomarginal sulcus and skull RH)
1292,256,52,436,512,Precuneus antero-superior
1293,256,52,494,512,Superior parietal lobule superior
1294,256,52,413,512,Precuneus RH
1295,256,52,748,1024,Precuneus interhemispheric fissure
1296,256,52,961,1024,Interhemispheric fissure parietal
1297,256,52,329,1024,Superior parietal lobule superior
1298,256,52,703,1024,Precuneus superior
1299,256,52,336,1024,Precuneus superior RH
1300,256,53,15,64,ventricles
1301,256,53,25,64,Putamen
1302,256,53,47,64,Thalamus
1303,256,53,6,64,Antero-superior insula
1304,256,53,26,64,Mid-anterior Cingulate cortex
1305,256,53,98,128,"Putamen, anterior"
1306,256,53,100,128,Caudate ventral
1307,256,53,71,128,Thalamus
1308,256,53,124,128,"Putamen, posterior"
1309,256,53,97,128,Thalamus and globus pallidus
1310,256,53,169,256,Caudate nucleus
1311,256,53,58,256,Caudate superior
1312,256,53,37,256,Caudate nucleus
1313,256,53,105,256,Putamen anterior
1314,256,53,224,256,Putamen
1315,256,53,31,512,Caudate RH
1316,256,53,56,512,Globus pallidus anterior
1317,256,53,225,512,Caudate ventral
1318,256,53,54,512,Caudate dorsal
1319,256,53,308,512,Globus pallidus
1320,256,53,153,1024,Caudate
1321,256,53,310,1024,Internal capsule anterior limb
1322,256,53,147,1024,Caudate posterior LH
1323,256,53,990,1024,Caudate posterior RH
1324,256,53,426,1024,Caudate LH
1325,256,54,58,64,Middle frontal gyrus anterior
1326,256,54,39,64,Dorsomedial Prefrontal cortex antero-caudal
1327,256,54,51,64,Middle frontal gyrus
1328,256,54,62,64,Superior frontal gyrus
1329,256,54,54,64,Precuneus superior
1330,256,54,2,128,Middle frontal gyrus anterior
1331,256,54,93,128,Cerebrospinal fluid (between middle frontal gyrus and skull)
1332,256,54,90,128,"Superior frontal sulcus, anterior"
1333,256,54,106,128,"Middle frontal gyrus, RH"
1334,256,54,101,128,"Superior frontal sulcus anterior, LH"
1335,256,54,248,256,Superior frontal sulcus RH
1336,256,54,45,256,"Superior frontal sulcus, LH"
1337,256,54,2,256,"Middle frontal gyrus anterior, RH"
1338,256,54,175,256,Cerebrospinal fluid (between middle frontal gyrus and skull)
1339,256,54,67,256,Middle frontal gyrus posterior RH
1340,256,54,149,512,Middle frontal sulcus anterior
1341,256,54,4,512,Middle frontal gyrus middle RH
1342,256,54,115,512,Middle frontal gyrus anterior RH
1343,256,54,310,512,Middle frontal gyrus middle
1344,256,54,190,512,Superior frontal sulcus anterior LH
1345,256,54,389,1024,Superior frontal gyrus anterior RH
1346,256,54,879,1024,Middle frontal sulcus middle RH
1347,256,54,633,1024,Middle frontal gyrus middle superior RH
1348,256,54,806,1024,Middle frontal gyrus mid-anterior superior RH
1349,256,54,286,1024,Superior frontal sulcus mid-anterior RH
1350,256,55,49,64,Inferior frontal sulcus
1351,256,55,1,64,Superior frontal sulcus
1352,256,55,63,64,Central sulcus
1353,256,55,34,64,Precentral gyrus medial
1354,256,55,40,64,Precentral gyrus superior
1355,256,55,104,128,Inferior frontal sulcus posterior RH
1356,256,55,19,128,Mid-anterior cingulate cortex
1357,256,55,9,128,Superior frontal sulcus
1358,256,55,105,128,"Cingulate sulcus, posterior"
1359,256,55,84,128,Precentral gyrus superior
1360,256,55,157,256,Anterior corona radiata RH
1361,256,55,5,256,Caudate superior
1362,256,55,207,256,Posterior middle frontal gyrus
1363,256,55,101,256,Internal capsule anterior horn RH
1364,256,55,254,256,Superior longitudinal fasciculus I LH
1365,256,55,23,512,Superior corona radiata anterior
1366,256,55,165,512,Superior corona radiata
1367,256,55,57,512,Superior longitudinal fasciculus I anterior LH
1368,256,55,37,512,Superior longitudinal fasciculus II middle RH
1369,256,55,89,512,Corticospinal tract superior
1370,256,55,371,1024,Superior longitudinal fasciculus I mid-anterior RH
1371,256,55,89,1024,Superior longitudinal fasciculus I mid-anterior LH
1372,256,55,339,1024,Anterior corona radiata RH
1373,256,55,47,1024,Corticospinal tract middle RH
1374,256,55,438,1024,Superior longitudinal fasciculus II middle RH
1375,256,56,52,64,Inferior frontal gyrus
1376,256,56,51,64,Middle frontal gyrus
1377,256,56,6,64,Antero-superior insula
1378,256,56,30,64,Superior rostral gyrus
1379,256,56,26,64,Mid-anterior Cingulate cortex
1380,256,56,26,128,Middle temporal gyrus RH
1381,256,56,4,128,"Frontal pole lateral, RH"
1382,256,56,79,128,Pars triangularis
1383,256,56,10,128,Ventral medial prefrontal cortex
1384,256,56,32,128,"Inferior frontal gyrus anterior, LH"
1385,256,56,236,256,Pars orbitalis RH
1386,256,56,131,256,Suborbital cortex medial
1387,256,56,141,256,Inferior frontal gyrus anterior LH
1388,256,56,16,256,"Pars opercularis, pars triangularis LH"
1389,256,56,217,256,Superior temporal gyrus anterior
1390,256,56,490,512,Orbitofrontal cortex
1391,256,56,329,512,Orbital H-shaped sulcus
1392,256,56,33,512,Pars orbitalis RH
1393,256,56,455,512,Frontomarginal sulcus
1394,256,56,325,512,Anterior horizontal ramus of the lateral fissure LH
1395,256,56,976,1024,Lateral orbital gyrus LH
1396,256,56,693,1024,Lateral orbital gyrus anterior
1397,256,56,335,1024,Posterior orbital gyrus
1398,256,56,422,1024,Posterior orbital gyrus LH
1399,256,56,182,1024,Inferior fronto-occipital fasciculus anterior LH
1400,256,57,38,64,Intraparietal sulcus LH
1401,256,57,62,64,Superior frontal gyrus
1402,256,57,61,64,Middle temporal gyrus
1403,256,57,17,64,Superior frontal gyrus medial
1404,256,57,58,64,Middle frontal gyrus anterior
1405,256,57,1,128,"Middle frontal gyrus lateral, LH"
1406,256,57,32,128,"Inferior frontal gyrus anterior, LH"
1407,256,57,76,128,"Precentral sulcus inferior, LH"
1408,256,57,93,128,Cerebrospinal fluid (between middle frontal gyrus and skull)
1409,256,57,101,128,"Superior frontal sulcus anterior, LH"
1410,256,57,75,256,"Inferior frontal sulcus posterior, LH"
1411,256,57,94,256,"Inferior frontal sulcus anterior, LH"
1412,256,57,171,256,"Precentral sulcus, inferior, LH"
1413,256,57,174,256,Middle frontal gyrus posterior LH
1414,256,57,1,256,"Middle frontal gyrus anterior, LH"
1415,256,57,300,512,Inferior frontal gyrus posterior LH
1416,256,57,457,512,Inferior frontal sulcus mid-anterior LH
1417,256,57,475,512,Middle frontal sulcus mid-anterior LH
1418,256,57,221,512,Inferior frontal sulcus posterior LH
1419,256,57,449,512,Middle frontal gyrus mid-posterior lateral LH
1420,256,57,535,1024,Anterior thalamic radiation antero-superior LH
1421,256,57,657,1024,Middle frontal gyrus middle inferior LH
1422,256,57,674,1024,Pars opercularis lateral LH
1423,256,57,566,1024,Middle frontal gyrus posterior LH
1424,256,57,819,1024,Cerebrospinal fluid (between middle frontal gyrus posterior and skull LH)
1425,256,58,64,64,Caudate
1426,256,58,47,64,Thalamus
1427,256,58,22,64,Superior fornix and isthmus
1428,256,58,25,64,Putamen
1429,256,58,26,64,Mid-anterior Cingulate cortex
1430,256,58,127,128,"Lateral ventricles, superior"
1431,256,58,71,128,Thalamus
1432,256,58,87,128,Internal capsule
1433,256,58,98,128,"Putamen, anterior"
1434,256,58,124,128,"Putamen, posterior"
1435,256,58,103,256,"Lateral ventricles, middle"
1436,256,58,53,256,Caudate
1437,256,58,169,256,Caudate nucleus
1438,256,58,133,256,"Thalamus, medial"
1439,256,58,5,256,Caudate superior
1440,256,58,31,512,Caudate RH
1441,256,58,168,512,Third ventricle
1442,256,58,202,512,Superior occipito-frontal fasciculus middle
1443,256,58,377,512,Internal capsule middle LH
1444,256,58,54,512,Caudate dorsal
1445,256,58,990,1024,Caudate posterior RH
1446,256,58,485,1024,Caudate superior posterior
1447,256,58,800,1024,Lateral ventricles posterior
1448,256,58,147,1024,Caudate posterior LH
1449,256,58,251,1024,Caudate posterior 
1450,256,59,16,64,Posterior fusiform gyrus
1451,256,59,11,64,Transverse sinus
1452,256,59,55,64,Lingual gyrus
1453,256,59,2,64,Fusiform gyrus
1454,256,59,46,64,Occipital pole
1455,256,59,108,128,Inferior occipital gyrus
1456,256,59,28,128,Cerebellum VI superior
1457,256,59,39,128,Cerebrospinal fluid (between occipital pole and cerebellum)
1458,256,59,47,128,Inferior occipital sulcus
1459,256,59,34,128,"Inferior temporal gyrus, posterior"
1460,256,59,91,256,Cerebellum Crus I superior
1461,256,59,193,256,Lingual gyrus middle
1462,256,59,112,256,Fusiform gyrus posterior
1463,256,59,161,256,Cerebellum VI superior LH
1464,256,59,155,256,Fusiform gyrus LH
1465,256,59,284,512,Cerebellum VI superior lateral
1466,256,59,363,512,Inferior occipital gyrus posterior LH
1467,256,59,425,512,Cerebellum Crus I superior
1468,256,59,478,512,Cerebellum VI posterior LH
1469,256,59,370,512,Inferior occipital gyrus RH
1470,256,59,247,1024,Fusiform gyrus mid-posterior LH
1471,256,59,665,1024,Lingual gyrus posterior LH
1472,256,59,122,1024,Inferior occipital gyrus anterior LH
1473,256,59,789,1024,Lingual gyrus mid-posterior LH
1474,256,59,177,1024,Inferior occipital gyrus LH
1475,256,60,15,64,ventricles
1476,256,60,22,64,Superior fornix and isthmus
1477,256,60,6,64,Antero-superior insula
1478,256,60,30,64,Superior rostral gyrus
1479,256,60,23,64,Anterior Cingulate Cortex
1480,256,60,100,128,Caudate ventral
1481,256,60,94,128,Caudate
1482,256,60,107,128,Anterior insula
1483,256,60,10,128,Ventral medial prefrontal cortex
1484,256,60,69,128,Anterior cingulate cortex
1485,256,60,37,256,Caudate nucleus
1486,256,60,169,256,Caudate nucleus
1487,256,60,131,256,Suborbital cortex medial
1488,256,60,92,256,Frontomarginal gyrus
1489,256,60,34,256,"Corpus callosum forceps minor, LH"
1490,256,60,208,512,Corpus callosum genu superior
1491,256,60,113,512,Forceps minor
1492,256,60,445,512,Forceps minor RH
1493,256,60,393,512,Suborbital sulcus
1494,256,60,225,512,Caudate ventral
1495,256,60,324,1024,Corpus callosum genu LH
1496,256,60,729,1024,Corpus callosum rostrum
1497,256,60,876,1024,Forceps minor posterior LH
1498,256,60,459,1024,Forceps minor middle RH
1499,256,60,957,1024,Forceps minor posterior RH
1500,256,61,30,64,Superior rostral gyrus
1501,256,61,51,64,Middle frontal gyrus
1502,256,61,52,64,Inferior frontal gyrus
1503,256,61,58,64,Middle frontal gyrus anterior
1504,256,61,23,64,Anterior Cingulate Cortex
1505,256,61,30,128,Cerebrospinal fluid (between anterior part of superior frontal gyrus and skull)
1506,256,61,35,128,"Dorsomedial prefrontal cortex, anterocaudal"
1507,256,61,90,128,"Superior frontal sulcus, anterior"
1508,256,61,14,128,Lateral frontal pole
1509,256,61,93,128,Cerebrospinal fluid (between middle frontal gyrus and skull)
1510,256,61,39,256,"Paracingulate gyrus, anterior"
1511,256,61,235,256,Dorsomedial prefrontal cortex anterior
1512,256,61,12,256,Superior frontal gyrus anterior
1513,256,61,82,256,Cerebrospinal fluid (between superior frontal gyrus and skull)
1514,256,61,244,256,Ventromedial prefrontal cortex anterior
1515,256,61,44,512,Frontal pole superior RH
1516,256,61,46,512,Frontal pole
1517,256,61,24,512,Dorsomedial prefrontal cortex anterocaudal LH
1518,256,61,192,512,Frontal pole medial
1519,256,61,68,512,Superior frontal gyrus medial anterior
1520,256,61,450,1024,Cerebrospinal fluid (between occipital pole superior and skull)
1521,256,61,944,1024,Frontal pole mid-superior RH
1522,256,61,34,1024,Frontomarginal gyrus LH
1523,256,61,346,1024,Frontal pole medial LH
1524,256,61,396,1024,Superior frontal gyrus anterior medial
1525,256,62,31,64,Calcarine sulcus anterior
1526,256,62,35,64,Lingual gyrus anterior
1527,256,62,3,64,Calcarine cortex posterior
1528,256,62,60,64,Cuneus
1529,256,62,2,64,Fusiform gyrus
1530,256,62,85,128,"Calcarine cortex, anterior"
1531,256,62,91,128,Lingual gyrus
1532,256,62,72,128,"Calcarine cortex, posterior"
1533,256,62,45,128,"Calcarine sulcus, anterior"
1534,256,62,41,128,Anterior fusiform gyrus
1535,256,62,195,256,Lingual gyrus
1536,256,62,78,256,Mid-posterior lingual gyrus
1537,256,62,222,256,Calcarine sulcus anterior
1538,256,62,49,256,"Lingual gyrus, anterior"
1539,256,62,193,256,Lingual gyrus middle
1540,256,62,151,512,Lingual gyrus mid-posterior LH
1541,256,62,145,512,Lingual gyrus middle
1542,256,62,364,512,Lingual gyrus inferior
1543,256,62,9,512,"Calcarine sulcus anterior, LH"
1544,256,62,265,512,Fusiform gyrus posterior RH
1545,256,62,46,1024,Lingual gyrus posterior RH
1546,256,62,589,1024,Lingual gyrus inferior LH
1547,256,62,677,1024,Lingual gyrus middle RH
1548,256,62,362,1024,Lingual gyrus middle LH
1549,256,62,708,1024,Calcarine sulcus mid-anterior RH
1550,256,63,48,64,Intraparietal sulcus RH
1551,256,63,57,64,Superior parietal lobule
1552,256,63,32,64,Intraparietal sulcus
1553,256,63,56,64,Superior occipital sulcus
1554,256,63,33,64,Superior parietal lobule anterior
1555,256,63,46,128,"Intraparietal sulcus, RH"
1556,256,63,112,128,Postcentral sulcus RH
1557,256,63,81,128,"Intraparietal sulcus anterior, RH"
1558,256,63,86,128,Cerebrospinal fluid (between parietal lobe and skull)
1559,256,63,50,128,"Superior parietal lobule, posterior"
1560,256,63,118,256,"Intraparietal sulcus ventral, RH"
1561,256,63,11,256,Cerebrospinal fluid (between intraparietal sulcus and skull)
1562,256,63,208,256,Superior parietal lobule superior
1563,256,63,124,256,"Intraparietal sulcus posterior, RH"
1564,256,63,46,256,"Postcentral sulcus superior, RH"
1565,256,63,384,512,Superior occipital sulcus superior RH
1566,256,63,324,512,Superior parietal lobule postero-superior RH
1567,256,63,86,512,Intraparietal sulcus middle RH
1568,256,63,460,512,Intraparietal sulcus posterior RH
1569,256,63,214,512,Intraparietal sulcus anterior RH
1570,256,63,718,1024,Superior parietal sulcus inferior RH
1571,256,63,813,1024,Intraparietal sulcus inferior RH
1572,256,63,576,1024,Intraparietal sulcus superior RH
1573,256,63,394,1024,Dorsal visual stream posterior RH
1574,256,63,150,1024,Intraparietal sulcus anterior RH
1575,256,64,61,64,Middle temporal gyrus
1576,256,64,42,64,Lateral occipital cortex
1577,256,64,59,64,Angular gyrus
1578,256,64,8,64,Planum temporale
1579,256,64,37,64,Supramarginal gyrus
1580,256,64,80,128,Superior temporal sulcus LH
1581,256,64,110,128,"Inferior parietal lobule, LH"
1582,256,64,42,128,"Middle temporal gyrus, LH"
1583,256,64,37,128,"Supramarginal gyrus, LH"
1584,256,64,25,128,"Lateral occipital cortex, inferior"
1585,256,64,127,256,"Angular gyrus posterior, LH"
1586,256,64,160,256,Superior temporal sulcus posterior LH
1587,256,64,93,256,Optic radiation LH
1588,256,64,108,256,Middle temporal gyrus posterior
1589,256,64,227,256,Parietal operculum LH
1590,256,64,509,512,Middle temporal gyrus mid-posterior LH
1591,256,64,411,512,Angular gyrus antero-inferior LH
1592,256,64,138,512,Superior temporal sulcus posterior LH
1593,256,64,351,512,Superior temporal sulcus mid-posterior LH
1594,256,64,243,512,Middle temporal gyrus posterior LH
1595,256,64,314,1024,Superior temporal sulcus posterior LH
1596,256,64,249,1024,Angular sulcus mid-anterior LH
1597,256,64,972,1024,Middle temporal gyrus posterior superior LH
1598,256,64,713,1024,Superior temporal sulcus postero-superior LH
1599,256,64,978,1024,Middle temporal gyrus mid-posterior LH
1600,256,65,43,64,Callosomarginal sulcus
1601,256,65,18,64,Precuneus superior
1602,256,65,28,64,Paracentral lobule
1603,256,65,33,64,Superior parietal lobule anterior
1604,256,65,14,64,Mid-posterior cingulate gyrus
1605,256,65,59,128,Inferior callosomarginal sulcus
1606,256,65,16,128,Precuneus superior
1607,256,65,89,128,"Superior parietal lobule, anterior"
1608,256,65,60,128,Paracentral lobule
1609,256,65,63,128,"Posterior cingulate cortex, superior"
1610,256,65,123,256,Callosomarginal sulcus
1611,256,65,256,256,Precuneus superior
1612,256,65,14,256,Mid-posterior cingulate cortex
1613,256,65,252,256,Callosomarginal sulcus inferior
1614,256,65,52,256,Cerebrospinal fluid (between parietal lobe and skull)
1615,256,65,436,512,Precuneus antero-superior
1616,256,65,244,512,Precuneus antero-inferior
1617,256,65,410,512,Callosomarginal sulcus superior
1618,256,65,389,512,Callosomarginal sulcus mid-inferior
1619,256,65,152,512,Posterior cingulate cortex superior
1620,256,65,467,1024,Callosomarginal sulcus superior LH
1621,256,65,903,1024,Precuneus anterior
1622,256,65,860,1024,Precuneus antero-superior LH
1623,256,65,598,1024,Paracentral lobule postero-inferior RH
1624,256,65,671,1024,Precuneus antero-superior
1625,256,66,15,64,ventricles
1626,256,66,30,64,Superior rostral gyrus
1627,256,66,61,64,Middle temporal gyrus
1628,256,66,6,64,Antero-superior insula
1629,256,66,23,64,Anterior Cingulate Cortex
1630,256,66,10,128,Ventral medial prefrontal cortex
1631,256,66,57,128,Hippocampal fissure
1632,256,66,98,128,"Putamen, anterior"
1633,256,66,79,128,Pars triangularis
1634,256,66,87,128,Internal capsule
1635,256,66,37,256,Caudate nucleus
1636,256,66,131,256,Suborbital cortex medial
1637,256,66,105,256,Putamen anterior
1638,256,66,43,256,Ventromedial frontal cortex
1639,256,66,56,256,Suborbital cortex
1640,256,66,406,512,Caudate nucleus 
1641,256,66,236,512,Anterior limb of internal capsule
1642,256,66,329,512,Orbital H-shaped sulcus
1643,256,66,476,512,Ventromedial prefrontal cortex posterior
1644,256,66,130,512,Corpus callosum genu inferior
1645,256,66,717,1024,Subcallosal cortex superior
1646,256,66,798,1024,Ventral striatum RH
1647,256,66,182,1024,Inferior fronto-occipital fasciculus anterior LH
1648,256,66,227,1024,Uncinate fasciculus anterior
1649,256,66,682,1024,Optic chiasm anterior
1650,256,67,58,64,Middle frontal gyrus anterior
1651,256,67,1,64,Superior frontal sulcus
1652,256,67,52,64,Inferior frontal gyrus
1653,256,67,36,64,Angular gyrus
1654,256,67,49,64,Inferior frontal sulcus
1655,256,67,2,128,Middle frontal gyrus anterior
1656,256,67,9,128,Superior frontal sulcus
1657,256,67,104,128,Inferior frontal sulcus posterior RH
1658,256,67,1,128,"Middle frontal gyrus lateral, LH"
1659,256,67,40,128,"Paracingulate gyrus, middle"
1660,256,67,192,256,Middle frontal gyrus posterior RH
1661,256,67,245,256,Cerebrospinal fluid (between middle frontal gyrus RH and skull)
1662,256,67,54,256,"Superior frontal sulcus anterior, RH"
1663,256,67,248,256,Superior frontal sulcus RH
1664,256,67,2,256,"Middle frontal gyrus anterior, RH"
1665,256,67,4,512,Middle frontal gyrus middle RH
1666,256,67,294,512,Middle frontal gyrus posterior RH
1667,256,67,449,512,Middle frontal gyrus mid-posterior lateral LH
1668,256,67,307,512,Superior frontal sulcus middle
1669,256,67,149,512,Middle frontal sulcus anterior
1670,256,67,633,1024,Middle frontal gyrus middle superior RH
1671,256,67,395,1024,Middle frontal sulcus posterior RH
1672,256,67,299,1024,Middle frontal gyrus mid-posterior superior RH
1673,256,67,451,1024,Middle frontal gyrus middle inferior RH
1674,256,67,286,1024,Superior frontal sulcus mid-anterior RH
1675,256,68,1,64,Superior frontal sulcus
1676,256,68,51,64,Middle frontal gyrus
1677,256,68,52,64,Inferior frontal gyrus
1678,256,68,10,64,Superior parts of Postcentral and Precentral gyri
1679,256,68,32,64,Intraparietal sulcus
1680,256,68,1,128,"Middle frontal gyrus lateral, LH"
1681,256,68,51,128,Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)
1682,256,68,83,128,"Precentral sulcus, superior"
1683,256,68,101,128,"Superior frontal sulcus anterior, LH"
1684,256,68,106,128,"Middle frontal gyrus, RH"
1685,256,68,196,256,Superior frontal gyrus posterior RH
1686,256,68,248,256,Superior frontal sulcus RH
1687,256,68,174,256,Middle frontal gyrus posterior LH
1688,256,68,45,256,"Superior frontal sulcus, LH"
1689,256,68,136,256,Cerebrospinal fluid (between middle frontal gyrus and skull)
1690,256,68,95,512,Superior frontal gyrus posterior LH
1691,256,68,124,512,Superior frontal sulcus middle LH
1692,256,68,277,512,Superior frontal sulcus mid-posterior RH
1693,256,68,63,512,Cerebrospinal fluid (between middle frontal gyrus and skull LH)
1694,256,68,500,512,Superior frontal sulcus posterior RH
1695,256,68,1002,1024,Middle frontal gyrus posterior superior LH
1696,256,68,209,1024,Superior frontal sulcus posterior inferior LH
1697,256,68,63,1024,Superior frontal sulcus middle LH
1698,256,68,802,1024,Superior frontal gyrus posterior lateral LH
1699,256,68,48,1024,Superior frontal sulcus mid-posterior LH
1700,256,69,21,64,Cerebellum I-V
1701,256,69,2,64,Fusiform gyrus
1702,256,69,11,64,Transverse sinus
1703,256,69,16,64,Posterior fusiform gyrus
1704,256,69,29,64,Inferior occipital gyrus
1705,256,69,55,128,Cerebellum superior posterior fissure
1706,256,69,22,128,Cerebellum Crus I anterior
1707,256,69,27,128,Cerebellum VI anterior
1708,256,69,115,128,Cerebellum IV and middle cerebellar peduncle
1709,256,69,113,128,Cerebellum VI
1710,256,69,50,256,Cerebellum VIIIb posterior
1711,256,69,187,256,Cerebellum VIIb
1712,256,69,33,256,Cerebellum IX
1713,256,69,156,256,Cerebellum Crus II
1714,256,69,147,256,Cerebellum Crus I lateral RH
1715,256,69,274,512,Cerebellum VIIIb anterior
1716,256,69,339,512,Cerebellum IX and cerebellar peduncle 
1717,256,69,272,512,Cerebellum VIIIb medial
1718,256,69,85,512,Cerebellum Crus II anterior LH
1719,256,69,429,512,Cerebellum Crus II RH
1720,256,69,910,1024,Cerebellum horizontal fissure
1721,256,69,815,1024,Cerebellum IX
1722,256,69,84,1024,Cerebellum VIIIab
1723,256,69,889,1024,Cerebellum IX
1724,256,69,625,1024,Cerebellum VIIIa LH
1725,256,70,8,64,Planum temporale
1726,256,70,37,64,Supramarginal gyrus
1727,256,70,41,64,Postcentral gyrus inferior
1728,256,70,7,64,Superior temporal sulcus with angular gyrus
1729,256,70,19,64,Planum polare
1730,256,70,114,128,"Supramarginal gyrus anterior, RH"
1731,256,70,54,128,Planum temporale LH
1732,256,70,109,128,Central operculum cortex
1733,256,70,23,128,"Superior temporal gyrus, middle"
1734,256,70,37,128,"Supramarginal gyrus, LH"
1735,256,70,204,256,Planum temporale RH
1736,256,70,73,256,Supramarginal gyrus
1737,256,70,255,256,Parietal operculum RH
1738,256,70,167,256,Planum temporale LH
1739,256,70,227,256,Parietal operculum LH
1740,256,70,226,512,Parietal operculum posterior RH
1741,256,70,409,512,Supramarginal gyrus antero-inferior LH
1742,256,70,387,512,Supramarginal gyrus inferior RH
1743,256,70,471,512,Heschl’s gyrus posterior RH
1744,256,70,263,512,Central operculum posterior RH
1745,256,70,557,1024,Lateral fissure posterior limb inferior RH
1746,256,70,680,1024,Parietal operculum medial RH
1747,256,70,507,1024,Supramarginal gyrus postero-inferior RH
1748,256,70,83,1024,Planum temporale anterior LH
1749,256,70,45,1024,Heschl’s gyrus posterior RH
1750,256,71,5,64,Dorsal Parieto-occipital sulcus
1751,256,71,43,64,Callosomarginal sulcus
1752,256,71,22,64,Superior fornix and isthmus
1753,256,71,47,64,Thalamus
1754,256,71,53,64,Parieto occipital sulcus anterior
1755,256,71,127,128,"Lateral ventricles, superior"
1756,256,71,6,128,Lower posterior cingulate cortex
1757,256,71,105,128,"Cingulate sulcus, posterior"
1758,256,71,45,128,"Calcarine sulcus, anterior"
1759,256,71,61,128,Parieto-occipital sulcus anterior
1760,256,71,135,256,Superior corona radiata RH
1761,256,71,231,256,Posterior corona radiata LH
1762,256,71,220,256,Occipital horn of lateral ventricles
1763,256,71,140,256,"Lateral ventricles, posterior horns"
1764,256,71,5,256,Caudate superior
1765,256,71,506,512,Corpus callosum splenium
1766,256,71,501,512,Inferior fronto-occipital fasciculus posterior LH
1767,256,71,279,512,Internal capsule posterior RH
1768,256,71,408,512,Callosal sulcus mid-posterior
1769,256,71,423,512,Caudate nucleus tail
1770,256,71,740,1024,Corpus callosum isthmus anterior
1771,256,71,220,1024,Posterior horns of lateral ventricles
1772,256,71,462,1024,Forceps major anterior
1773,256,71,829,1024,Forceps major anterior RH
1774,256,71,622,1024,Corpus callosum posterior body
1775,256,72,64,64,Caudate
1776,256,72,26,64,Mid-anterior Cingulate cortex
1777,256,72,19,64,Planum polare
1778,256,72,6,64,Antero-superior insula
1779,256,72,22,64,Superior fornix and isthmus
1780,256,72,124,128,"Putamen, posterior"
1781,256,72,57,128,Hippocampal fissure
1782,256,72,97,128,Thalamus and globus pallidus
1783,256,72,49,128,"Insula center, and lateral fissure"
1784,256,72,64,128,"Lateral fissure, anterior"
1785,256,72,224,256,Putamen
1786,256,72,105,256,Putamen anterior
1787,256,72,132,256,"Insula, ventral anterior"
1788,256,72,190,256,Insula posterior inferior
1789,256,72,74,256,Insula
1790,256,72,332,512,Putamen anterior 
1791,256,72,480,512,Putamen postero-superior
1792,256,72,467,512,External capsule middle LH
1793,256,72,468,512,Putamen RH
1794,256,72,510,512,Posterior insula ventral RH
1795,256,72,890,1024,Putamen anterior
1796,256,72,6,1024,Putamen inferior RH
1797,256,72,606,1024,Putamen LH
1798,256,72,644,1024,Putamen posterior LH
1799,256,72,149,1024,Putamen anterior RH
1800,256,73,45,64,Heschl’s gyrus
1801,256,73,8,64,Planum temporale
1802,256,73,48,64,Intraparietal sulcus RH
1803,256,73,26,64,Mid-anterior Cingulate cortex
1804,256,73,12,64,Paracentral gyrus RH
1805,256,73,37,128,"Supramarginal gyrus, LH"
1806,256,73,29,128,"Angular gyrus anterior, RH"
